article_id,title,link,paragraph
293,Dola Hill Stadium,https://en.wikipedia.org/wiki/Dola_Hill_Stadium,"Dola Hill Stadium is a multi-use stadium in Ndola, Zambia. It is currently used mostly for football matches and serves as the home for Forest Rangers "
294,Konkola Copper Mines,https://en.wikipedia.org/wiki/Konkola_Copper_Mines,Exports are transported to the ports of Dar es Salaam in Tanzania and Durban in South Africa. Principal markets include the Middle East and East Asia.
295,Mulungushi River,https://en.wikipedia.org/wiki/Mulungushi_River,The Mulungushi River in central Zambia is a tributary of the Lunsemfwa River and a part of the Zambezi River basin. It rises on the plateau north-west
296,Musikili Primary School,https://en.wikipedia.org/wiki/Musikili_Primary_School,Musikili Primary School is a private boarding school in Zambia for boys and girls from grade 1 to grade 7. The school is located in the Mazabuka Distr
297,Railways Stadium,https://en.wikipedia.org/wiki/Railways_Stadium,"Godfrey ""Ucar"" Chitalu 107 Stadium, previously Railways Stadium, is a multi-use stadium in Kabwe, Zambia. It is currently used mostly for football mat"
298,Mporokoso Group,https://en.wikipedia.org/wiki/Mporokoso_Group,"The group ia between 1.8 Ma and 1.1 Ma in age, and consists of four stratigraphic units, the Lower Quartzite, the Lower Shale, the Upper Quartzite, an"
299,Kabwe Warriors Football Club,https://en.wikipedia.org/wiki/Kabwe_Warriors_Football_Club,Zambian football great Godfrey Chitalu played for the club between 1971 and 1982. In 1972 he scored 107 goals in all competitions for club and country
300,Zambia national basketball team,https://en.wikipedia.org/wiki/Zambia_national_basketball_team,"At the FIBA AfroBasket 2017 qualifiers, Mumba Abraham Mwansa led the team in minutes, rebounds and blocks per game.
Chongo Chona led his team in total"
301,Edwin Imboela Stadium,https://en.wikipedia.org/wiki/Edwin_Imboela_Stadium,"Edwin Imboela Stadium is a multi-use stadium in Lusaka, Zambia.[1] It is currently used mostly for football matches and serves as the home for Nkwazi "
302,Chipata Airport,https://en.wikipedia.org/wiki/Chipata_Airport,"Chipata Airport is in eastern Zambia, near the town of Chipata, approximately 500 kilometres (310 mi), by air, northeast of Lusaka International Airpo"
303,Revolutionary Socialist Party (Zambia),https://en.wikipedia.org/wiki/Revolutionary_Socialist_Party_(Zambia),RSP was one of several leftwing groups that sprung up in Zambia during the 1990s. It suffered from lack of financial resources and organisational capa
304,Kalungwishi River,https://en.wikipedia.org/wiki/Kalungwishi_River,"The Kalungwishi River flows west in northern Zambia into Lake Mweru. It is known for its waterfalls, including the Lumangwe Falls, Kabweluma Falls, Ku"
305,Zambian pound,https://en.wikipedia.org/wiki/Zambian_pound,The Zambian pound replaced the Rhodesia and Nyasaland pound at par. It was pegged to the pound sterling at par and was replaced by the kwacha at a rat
306,Lukasashi River,https://en.wikipedia.org/wiki/Lukasashi_River,"Its coordinates are 14°39'0"" S and 30°1'0"" E in DMS (Degrees Minutes Seconds) or -14.65 and 30.0167 (in decimal degrees). Its UTM position is SJ77 and"
307,Lunga River (Zambia),https://en.wikipedia.org/wiki/Lunga_River_(Zambia),"The Lunga River is the name of two rivers in Zambia. One is a tributary of the Kafue River and the other a tributary of the Kabompo River, both of whi"
308,Nchanga Stadium,https://en.wikipedia.org/wiki/Nchanga_Stadium,"Nchanga Stadium is a multi-use stadium in Nchanga North, Chingola, Zambia. It is currently used mostly for football matches and serves as the home for"
309,Zambian Cup,https://en.wikipedia.org/wiki/Zambian_Cup,"The winners of this trophy did not always entered the African Cup Winners' Cup, an entry was often reserved for the winners of the Champion of Champio"
310,Garden Park,https://en.wikipedia.org/wiki/Garden_Park,"Garden Park is a multi-use stadium in Kitwe, Zambia. It is currently used mostly for football matches and serves as the home for Kitwe United Football"
311,Konkola Blades Football Club,https://en.wikipedia.org/wiki/Konkola_Blades_Football_Club,"Konkola Blades is a Zambian football club based in Chililabombwe that plays in the Zambian Premier League. They play their home games at the 20,000-ca"
312,Zambia at the 2004 Summer Olympics,https://en.wikipedia.org/wiki/Zambia_at_the_2004_Summer_Olympics,Zambian athletes have so far achieved qualifying standards in the following athletics events (up to a maximum of 3 athletes in each event at the 'A' S
313,National Assembly Football Club,https://en.wikipedia.org/wiki/National_Assembly_Football_Club,National Assembly Football Club is a Zambian football club based in Lusaka.[1] They play in the top division in Zambian football. Their home stadium i
314,Zambia Red Cross Society,https://en.wikipedia.org/wiki/Zambia_Red_Cross_Society,The Zambia Red Cross Society was established in 1966 by an act of the Zambian Parliament. It had earlier started out as a branch of the British Red Cr
315,Mita Hills Dam,https://en.wikipedia.org/wiki/Mita_Hills_Dam,"Mita Hills Dam is an embankment dam with a hydroelectric power station and reservoir located near Kabwe, in the Central Province of Zambia. Constructi"
316,Sunset Stadium,https://en.wikipedia.org/wiki/Sunset_Stadium,"Sunset Stadium is a multi-use stadium in Lusaka, Zambia. It is currently used mostly for football matches and serves as the home for Zanaco FC. The st"
317,Roman Catholic Diocese of Mpika,https://en.wikipedia.org/wiki/Roman_Catholic_Diocese_of_Mpika,"Its cathedral episcopal see is the Cathedral of St. Joseph the Worker, in the city of Mpika. It also has a former Cathedral, now Church of St. Maria M"
318,"Zambian parliamentary election, 1991","https://en.wikipedia.org/wiki/Zambian_parliamentary_election,_1991",The 1991 general election in Zambia saw the Movement for Multiparty Democracy defeat the ruling United National Independence Party in both presidentia
319,List of political parties in Zambia,https://en.wikipedia.org/wiki/List_of_political_parties_in_Zambia,Zambia is a multi-party system with the United Party for National Development in power. Opposition parties are allowed and do have some significant re
320,Zambian Challenge Cup,https://en.wikipedia.org/wiki/Zambian_Challenge_Cup,The Zambia Challenge Cup or BP Top Eight Cup is a knockout tournament of the Zambian football. It was created in 1962 and it is contested by the top e
321,Rhodesia (disambiguation),https://en.wikipedia.org/wiki/Rhodesia_(disambiguation),"Rhodesia was an unrecognised state in southern Africa from 1965 to 1979, equivalent in territory to modern Zimbabwe. It was previously the colony of S"
322,Ngoma Airport,https://en.wikipedia.org/wiki/Ngoma_Airport,"Ngoma Airport (IATA: ZGM, ICAO: FLNA) is a rural airstrip serving Ngoma (west of Namwala and south of Itezhi-Tezhi), a settlement in the Southern Prov"
323,Nchanga Rangers,https://en.wikipedia.org/wiki/Nchanga_Rangers,Nchanga Rangers is a Zambian football club based in Chingola that plays in the MTN/FAZ Super Division. They play their home games at Nchanga Stadium i
324,Scouting in Zambia,https://en.wikipedia.org/wiki/Scouting_in_Zambia,"In addition, there are American Boy Scouts in Lusaka, linked to the Direct Service branch of the Boy Scouts of America, which supports units around th"
325,Roman Catholic Diocese of Mansa,https://en.wikipedia.org/wiki/Roman_Catholic_Diocese_of_Mansa,The Roman Catholic Archdiocese of Mansa (Latin: Mansaën(sis)) is a suffragan diocese in the city of Mansa in the ecclesiastical province of Kasama in 
326,Nationwide Airlines (Zambia),https://en.wikipedia.org/wiki/Nationwide_Airlines_(Zambia),"Nationwide Airlines (Zambia) Limited was a scheduled, domestic, passenger airline based in Zambia. Its main base was Lusaka International Airport (LUN"
327,Zambia women's national rugby union team,https://en.wikipedia.org/wiki/Zambia_women%27s_national_rugby_union_team,"The Zambia women's national rugby union team are a national sporting side of Zambia, representing them at rugby union. The side first played in 2007."
328,Rail transport in Zambia,https://en.wikipedia.org/wiki/Rail_transport_in_Zambia,"Zambia Railways operates a number of rail lines, including the Mulobezi Railway; as of early 2012, it was still in operation, but in poor repair.[1]"
329,Zambia at the 1980 Summer Olympics,https://en.wikipedia.org/wiki/Zambia_at_the_1980_Summer_Olympics,"Zambia competed at the 1980 Summer Olympics in Moscow, USSR. The nation returned to the Olympic Games after boycotting the 1976 Summer Olympics."
330,Ministry of Health (Zambia),https://en.wikipedia.org/wiki/Ministry_of_Health_(Zambia),Schools operated by the Ministry include the Mansa School of Nursing in Mansa and the Ndola Schools of Nursing and Midwifery in Ndola District.
331,Roman Catholic Archdiocese of Kasama,https://en.wikipedia.org/wiki/Roman_Catholic_Archdiocese_of_Kasama,The Roman Catholic Archdiocese of Kasama (Latin: Kasamaën(sis)) is the Metropolitan See for the Ecclesiastical province of Kasama in Zambia.
332,Zambia at the 2000 Summer Olympics,https://en.wikipedia.org/wiki/Zambia_at_the_2000_Summer_Olympics,"Zambia competed at the 2000 Summer Olympics in Sydney, Australia. None of the competitors from Zambia won medals in the 2000 Olympic games."
333,Zambian Coca-Cola Cup,https://en.wikipedia.org/wiki/Zambian_Coca-Cola_Cup,This article about a Confederation of African Football association football competition is a stub. You can help Wikipedia by expanding it.
334,Zambia at the 1984 Summer Olympics,https://en.wikipedia.org/wiki/Zambia_at_the_1984_Summer_Olympics,"Zambia competed at the 1984 Summer Olympics in Los Angeles, United States. The nation won its first ever Olympic medal at these Games."
335,Zambia at the 1968 Summer Olympics,https://en.wikipedia.org/wiki/Zambia_at_the_1968_Summer_Olympics,"Zambia competed at the 1968 Summer Olympics in Mexico City, Mexico. Previously, the nation had competed as Northern Rhodesia."
336,Baobab College,https://en.wikipedia.org/wiki/Baobab_College,"Baobab College (formerly Baobab Trust School) is an independent day and boarding school situated south of Lusaka, Zambia.[1]"
337,Luanginga River,https://en.wikipedia.org/wiki/Luanginga_River,"The Luanginga is a river rising in Angola, which flows into the Zambezi in western Zambia.[citation needed]"
338,Federation of Free Trade Unions of Zambia,https://en.wikipedia.org/wiki/Federation_of_Free_Trade_Unions_of_Zambia,This article related to an African trade union is a stub. You can help Wikipedia by expanding it.
339,Airwaves Airlink,https://en.wikipedia.org/wiki/Airwaves_Airlink,This article relating to an African airline is a stub. You can help Wikipedia by expanding it.
340,Zambia at the 1992 Summer Olympics,https://en.wikipedia.org/wiki/Zambia_at_the_1992_Summer_Olympics,This 1992 Summer Olympics–related article is a stub. You can help Wikipedia by expanding it.
341,Zambia at the 1972 Summer Olympics,https://en.wikipedia.org/wiki/Zambia_at_the_1972_Summer_Olympics,This 1972 Summer Olympics-related article is a stub. You can help Wikipedia by expanding it.
342,Zambia at the 2006 Commonwealth Games,https://en.wikipedia.org/wiki/Zambia_at_the_2006_Commonwealth_Games,This Commonwealth Games-related article is a stub. You can help Wikipedia by expanding it.
343,Zambia at the 1988 Summer Olympics,https://en.wikipedia.org/wiki/Zambia_at_the_1988_Summer_Olympics,This article about sports in Zambia is a stub. You can help Wikipedia by expanding it.
344,Zambian traditional ceremonies,https://en.wikipedia.org/wiki/Zambian_traditional_ceremonies,This article about a tradition is a stub. You can help Wikipedia by expanding it.
345,Zambian diplomatic missions,https://en.wikipedia.org/wiki/Zambian_diplomatic_missions,"This is a list of diplomatic missions of Zambia, excluding honorary consulates."
346,List of Zambian parliamentary constituencies,https://en.wikipedia.org/wiki/List_of_Zambian_parliamentary_constituencies,The National Assembly of Zambia has 156 single-member constituencies.
347,List of settlements in Zambia,https://en.wikipedia.org/wiki/List_of_settlements_in_Zambia,"This is a list of cities, towns, villages and missions in Zambia."
348,Mangwe,https://en.wikipedia.org/wiki/Mangwe,There are many different gods of rain in different religions:
