article_id,title,link,paragraph
833,Provinces of Zambia,https://en.wikipedia.org/wiki/Provinces_of_Zambia,Zambia is divided into 10 provinces for administrative purposes. Each province is headed by a minister appointed by the President and there are minist
834,Kasanka National Park,https://en.wikipedia.org/wiki/Kasanka_National_Park,"Kasanka holds undoubtedly some of the finest birding in Africa’ according to Dr Ian Sinclair, one of Africa’s leading ornithologists. With over 330 sp"
835,Zambia,https://en.wikipedia.org/wiki/Zambia,These first Bantu people lived in large villages. They lacked an organised unit under a chief or headman and worked as a community and help each other
836,Dugout (boat),https://en.wikipedia.org/wiki/Dugout_(boat),"First, the bark is removed from the exterior. Before the appearance of metal tools, dugouts were hollowed out using controlled fires. The burnt wood w"
837,Kafue Railway Bridge,https://en.wikipedia.org/wiki/Kafue_Railway_Bridge,"With a length of 427 metres (1,401 ft) the Kafue Railway Bridge was the longest bridge on the Rhodesian Railways network.[1] It includes nearly 2 kilo"
838,Chewa people,https://en.wikipedia.org/wiki/Chewa_people,This is one of a number of different interpretations of the early oral records of the Chewa. The first Chewa kingdom was established some time before 
839,Zambia Independence Act 1964,https://en.wikipedia.org/wiki/Zambia_Independence_Act_1964,A two-stage election held in October and December 1962 resulted in an African majority in the legislative council and an uneasy coalition between the 
840,Barotseland,https://en.wikipedia.org/wiki/Barotseland,"The Barotse speak Silozi, a language most closely related to Sesotho. Barotseland covers an area of 126,386 square kilometres, but is estimated to hav"
841,Victoria Falls,https://en.wikipedia.org/wiki/Victoria_Falls,"For a considerable distance upstream from the falls, the Zambezi flows over a level sheet of basalt, in a shallow valley, bounded by low and distant s"
842,Zambia Airways,https://en.wikipedia.org/wiki/Zambia_Airways,"In 1967, Alitalia was selected to run the airline after Zambia Airways's splitting from CAA later that year. Pan African Air Services and Flying Tiger"
843,Rhodesia and Nyasaland pound,https://en.wikipedia.org/wiki/Rhodesia_and_Nyasaland_pound,"The Federation broke up at the end of 1963 and the three territories reverted to being separate British colonies. In the second half of 1964, Nyasalan"
844,Mosi-oa-Tunya National Park,https://en.wikipedia.org/wiki/Mosi-oa-Tunya_National_Park,The Falls section of the national park includes the rainforest on the cliff opposite the Eastern Cataract which is sustained by spray from the falls. 
845,Lake Tanganyika,https://en.wikipedia.org/wiki/Lake_Tanganyika,"The major river flowing into the lake is the Ruzizi River, formed about 10,000 years ago, which enters the north of the lake from Lake Kivu.[10] The M"
846,Nkana Red Devils,https://en.wikipedia.org/wiki/Nkana_Red_Devils,"However, Controversies have surrounded the major sponsors of the club, in 2020 after the increasing in the number of Covid-19 cases recorded in Zambia"
847,National Assembly of Zambia,https://en.wikipedia.org/wiki/National_Assembly_of_Zambia,"At the time of Zambia’s independence in 1964, the National Assembly was housed in inadequate and unsuitable premises behind the Government’s Central O"
848,Zamrock,https://en.wikipedia.org/wiki/Zamrock,The rush to urbanization in mine-adjacent regions meant a variety of new artistic styles.[4][1] The country's newfound wealth brought with it urban se
849,Congo Pedicle road,https://en.wikipedia.org/wiki/Congo_Pedicle_road,Development of the Copperbelt from the late 1920s had a big impact on overland routes. Copperbelt towns including Élisabethville (now 'Lubumbashi') in
850,Zambezi,https://en.wikipedia.org/wiki/Zambezi,"Eastward of the source, the watershed between the Congo and Zambezi basins is a well-marked belt of high ground, running nearly east–west and falling "
851,MV Liemba,https://en.wikipedia.org/wiki/MV_Liemba,The machinery consisted at first of two round boilers for steam for the two triple expansion engines with a power rating of 250 indicated horsepower (
852,Great East Road (Zambia),https://en.wikipedia.org/wiki/Great_East_Road_(Zambia),"Eventually the Northern Rhodesian authorities needed a better road to assert their control over the Eastern Province, and the first Great East Road wa"
853,Ba Yombe,https://en.wikipedia.org/wiki/Ba_Yombe,"The Yombe are primarily involved in agricultural production, growing crops such as plantains, maize, beans, manioc, peanuts, and yams. Though they gro"
854,Zambia Independence Act 1964,https://en.wikipedia.org/wiki/Zambia_Independence_Act_1964,"The federation was dissolved on 31 December 1963, and in January 1964, Kaunda won the only election for Prime Minister of Northern Rhodesia. The Colon"
855,History of Zambia,https://en.wikipedia.org/wiki/History_of_Zambia,These first Bantu people lived in large villages. They never had an organised unit under a chief or headman and worked as a community and help each ot
856,2011 All-Africa Games,https://en.wikipedia.org/wiki/2011_All-Africa_Games,"When Mozambique initially announced its ability to host the 10th Games, there was a possibility of a paring down of the sports to be offered, due to t"
857,Lake Tanganyika,https://en.wikipedia.org/wiki/Lake_Tanganyika,"Lake Tanganyika and associated wetlands are home to Nile crocodiles (including famous giant Gustave), Zambian hinged terrapins, serrated hinged terrap"
858,Kazembe,https://en.wikipedia.org/wiki/Kazembe,"From the 1860s the kingdom declined, as its copper and ivory trade was usurped by Msiri in Garanganza (Katanga),[1] allied with Tippu Tip and other tr"
859,First Quantum Minerals,https://en.wikipedia.org/wiki/First_Quantum_Minerals,"First Quantum currently operates mines and development projects in Africa, Australia, Finland, Spain, Turkey and Latin America.[26] In 2016 First Quan"
860,Zambia national cricket team,https://en.wikipedia.org/wiki/Zambia_national_cricket_team,"After World War II, cricket was more formally organised with the formation of the Northern Rhodesia Cricket Union, and in 1948 an annual series of mat"
861,Zambia,https://en.wikipedia.org/wiki/Zambia,"The first Bantu people to arrive in Zambia came through the eastern route via the African Great Lakes. They arrived around the first millennium C.E, a"
862,British diaspora in Africa,https://en.wikipedia.org/wiki/British_diaspora_in_Africa,"A significant number of the British diaspora in Africa have emigrated to other Commonwealth states such as the United Kingdom, Australia, New Zealand "
863,Amayenge,https://en.wikipedia.org/wiki/Amayenge,"Current Band Members: Alice Chali (Dancer/Vocalist, Obert Chali (Vocalist/Dancer), Emmanuel Kayeji (Dancer/Vocalist), Bester Mudenda (Dancer/Vocalist)"
864,TAZARA Railway,https://en.wikipedia.org/wiki/TAZARA_Railway,"The Tazara enters northeastern Zambia in the Nakonde District, in the Muchinga Province, and heads southwest to Kasama. It then turns due south and cr"
865,Hinduism in Zambia,https://en.wikipedia.org/wiki/Hinduism_in_Zambia,"The 2010 census found that 75.3% of Zambians were Protestant, 20.2% were Catholic, 2.2% were Muslim, 2.0% followed other religions, and 1.8% had no re"
866,Munali Secondary School,https://en.wikipedia.org/wiki/Munali_Secondary_School,"In colonial times, Munali was intended as Northern Rhodesia's principal school for talented native Zambians. The school was first established in 1938 "
867,Zambia national cricket team,https://en.wikipedia.org/wiki/Zambia_national_cricket_team,"Zambia hosted the African Cricket Association Championship in 2004, the tournament being part of the qualification process for the 2005 ICC Trophy in "
868,Zambian Defence Force,https://en.wikipedia.org/wiki/Zambian_Defence_Force,The end of the Cold War brought a number of changes to the Zambian political situation and the ZNDF.[31] The ZNDF remained heavily in debt with the fo
869,Victoria Falls Bridge,https://en.wikipedia.org/wiki/Victoria_Falls_Bridge,The age of the bridge and maintenance problems have led to traffic restrictions at times. Trains cross at less than walking pace and trucks were limit
870,Bank of Zambia,https://en.wikipedia.org/wiki/Bank_of_Zambia,"In 1991, the Movement for Multi-party Democracy (MMD) came to power in Zambia, replacing the United National Independence Party (UNIP) which had ruled"
871,Kasanka National Park,https://en.wikipedia.org/wiki/Kasanka_National_Park,"Kasanka has nine permanent lakes and over 100 km (62 mi) of rivers flowing through the park. Many of the rivers, especially the Luwombwa in the west s"
872,Dambos,https://en.wikipedia.org/wiki/Dambos,"A good example of a dambo can be seen at 11°28′S 28°54′E (30 km south of Mansa, Zambia) in a forest reserve. Unlike in the neighbouring areas which ha"
873,Zambia national cricket team,https://en.wikipedia.org/wiki/Zambia_national_cricket_team,"However, in the early 1980s the government began to invest less money in sport and with athletics and soccer being of more interest, cricket was a low"
874,Silimba,https://en.wikipedia.org/wiki/Silimba,"The modern western xylophone has bars of rosewood, padauk, or various synthetic materials such as fiberglass or fiberglass-reinforced plastic which al"
875,Barotseland,https://en.wikipedia.org/wiki/Barotseland,"Barotseland (Lozi: Mubuso Bulozi) is an unrecognized kingdom between Namibia, Botswana, Zimbabwe, Zambia and Angola. It is the homeland of the Lozi pe"
876,Lake Tanganyika,https://en.wikipedia.org/wiki/Lake_Tanganyika,Surface temperatures generally range from about 24 °C (75 °F) in the southern part of the lake in early August to 28–29 °C (82–84 °F) in the late rain
877,Benguela railway,https://en.wikipedia.org/wiki/Benguela_railway,"The railway was 90% owned by Tanganyika Concessions (Tanks), a London-based holding company. Société Générale de Belgique purchased a minority share i"
878,"Stand and Sing of Zambia, Proud and Free","https://en.wikipedia.org/wiki/Stand_and_Sing_of_Zambia,_Proud_and_Free","In 2005, Zambian women's groups petitioned for a number of the lyrics in ""Stand and Sing of Zambia, Proud and Free"" to be changed because they felt th"
879,LGBT rights in Zambia,https://en.wikipedia.org/wiki/LGBT_rights_in_Zambia,"However, like all former British East and Southern African colonies, Zambia enacted its constitution in the 1990s, overriding much of the pre-1964 cri"
880,Victoria Falls Bridge,https://en.wikipedia.org/wiki/Victoria_Falls_Bridge,"During the Rhodesian UDI crisis and Bush War, the bridge was frequently closed (and regular passenger services have not resumed successfully). In 1975"
881,Zambia national cricket team,https://en.wikipedia.org/wiki/Zambia_national_cricket_team,"By the mid-1990s, cricket was confined almost entirely to Lusaka,[5] but the national side returned to play in the African Cricket Association Champio"
882,LGBT rights in Zambia,https://en.wikipedia.org/wiki/LGBT_rights_in_Zambia,"Section 156 imposes imprisonment for seven years for any ""attempt to commit unnatural offences"". Finally, Section 157 applies to ""any act of gross ind"
883,British South Africa Police,https://en.wikipedia.org/wiki/British_South_Africa_Police,"The BSAP's name remained unchanged by the Unilateral Declaration of Independence, although following the declaration of a republic by Ian Smith's gove"
884,Kafue Railway Bridge,https://en.wikipedia.org/wiki/Kafue_Railway_Bridge,The Kafue Railway Bridge was built to carry the Livingstone to Lusaka railway line in what is now Zambia over the Kafue River in 1906. It is a steel g
885,Ing-ombe Ilede,https://en.wikipedia.org/wiki/Ing-ombe_Ilede,"The cloth at Ing'ombe Ilede consists of two types: the locally made, coarse cloth, and the finely woven imported cloth, thought to be of Indian origin"
886,LGBT rights in Zambia,https://en.wikipedia.org/wiki/LGBT_rights_in_Zambia,"Any male person who, whether in public or private, commits any act of gross indecency with another male person, or procures another male person to com"
887,History of Africa,https://en.wikipedia.org/wiki/History_of_Africa,"The history of Africa begins with the emergence of hominids, archaic humans and—at least 200,000 years ago—anatomically modern humans (Homo sapiens), "
888,Ngoni people,https://en.wikipedia.org/wiki/Ngoni_people,"The Ngoni people are an ethnic group living in the present-day Southern African countries of Malawi, Mozambique, Tanzania, Zimbabwe and Zambia. The Ng"
889,Luapula Province,https://en.wikipedia.org/wiki/Luapula_Province,"Frederick Chiluba, the leader of Movement for Multi-Party Democracy (MMD), who went on to become the President of Zambia in 1991, obtained majority ma"
890,Kafue River,https://en.wikipedia.org/wiki/Kafue_River,"The Kafue River is the longest river lying wholly within Zambia at about 1,576 kilometres (979 mi) long.[1] Its water is used for irrigation and for h"
891,Tumbuka,https://en.wikipedia.org/wiki/Tumbuka_people,"Various estimates suggest that over two million Tumbuka speakers live in north Malawi, northeast Zambia and Tanzania.[1][2] Ethnologue estimates a tot"
892,Eastern Lunda,https://en.wikipedia.org/wiki/Eastern_Lunda,The Eastern Lunda migrated in the 18th Century to their current area under the leader Mwata Kazembe. Their neighbours in northern Zambia to whom they 
893,East African Campaign (World War I),https://en.wikipedia.org/wiki/East_African_Campaign_(World_War_I),"The strategy of the German colonial forces, led by Lieutenant Colonel (later ""Generalmajor"") Paul von Lettow-Vorbeck, was to divert Allied forces from"
894,Zambezi,https://en.wikipedia.org/wiki/Zambezi,"There are two main sources of hydroelectric power on the river, the Kariba Dam, which provides power to Zambia and Zimbabwe, and the Cahora Bassa Dam "
895,Bemba language,https://en.wikipedia.org/wiki/Bemba_language,"Many of the main features of Bemba grammar are fairly typical of Bantu languages: it is agglutinative, depends mainly on prefixes, has a system of sev"
896,National Assembly of Zambia,https://en.wikipedia.org/wiki/National_Assembly_of_Zambia,"The current National Assembly, formed following elections held on 11 August 2016, has a total of 166 members. 156 members are directly elected in sing"
897,Bemba language,https://en.wikipedia.org/wiki/Bemba_language,Bemba nouns are divided into several partially-semantic classes. They are indicated by their prefixes and are generally similar but not always identic
898,Stairs Expedition,https://en.wikipedia.org/wiki/Stairs_Expedition,"The Stairs Expedition to Katanga (1891−92), led by Captain William Stairs, was the winner in a race between two imperial powers to claim Katanga, a va"
899,Kafue River,https://en.wikipedia.org/wiki/Kafue_River,"The Kafue Flats end at Kafue town and from there, as the rift valley gets deeper, the river drops 550 m over 60 km through the Kafue Gorge.[5] A secon"
900,Lake Bangweulu,https://en.wikipedia.org/wiki/Lake_Bangweulu,"There are numerous bays, inlets, smaller lakes and lagoons around Lake Bangweulu, connected by open water, narrow channels or swamps. The largest is L"
901,Christianity in Zambia,https://en.wikipedia.org/wiki/Christianity_in_Zambia,The traditional view of the Church during this period was to provide social welfare. Churches became primarily involved in education and healthcare.[1
902,Kasanka National Park,https://en.wikipedia.org/wiki/Kasanka_National_Park,"Chipya, also known as Lake Basin Woodland has interspersed trees and do not form a closed canopy. This allows sunlight that aids tall grasses to grow."
903,North Luangwa National Park,https://en.wikipedia.org/wiki/North_Luangwa_National_Park,"For many years its wildlife suffered greatly from poaching, but recent years have seen poaching almost entirely stopped. It has generally suffered fro"
904,British South Africa Police,https://en.wikipedia.org/wiki/British_South_Africa_Police,"During the Bush War, the BSAP operated several anti-guerrilla units, most prominently the Police Anti-Terrorist Unit, which tracked and engaged Commun"
905,Zamtel,https://en.wikipedia.org/wiki/Zamtel,In July 1994 the government of Zambia passed a Telecommunications Act that led to the splitting up of the Post and Telecommunications Corporation into
906,"Stand and Sing of Zambia, Proud and Free","https://en.wikipedia.org/wiki/Stand_and_Sing_of_Zambia,_Proud_and_Free","In September 1973, the National Assembly passed the National Anthem Act, which legally defined the English lyrics of ""Stand and Sing of Zambia, Proud "
907,Disability in Zambia,https://en.wikipedia.org/wiki/Disability_in_Zambia,"Relatives are expected to care for individuals who have a disability.[12] However, there are boarding schools for children with disabilities, and thes"
908,Foreign relations of Zambia,https://en.wikipedia.org/wiki/Foreign_relations_of_Zambia,"In 1998, Zambia took the lead in efforts to establish a cease-fire in the Democratic Republic of Congo (DRC). Zambia was active in the Congolese peace"
909,Cape to Cairo Road,https://en.wikipedia.org/wiki/Cape_to_Cairo_Road,"Starting from the south, the first section of the road that runs through South Africa is called the N1, linking Cape Town in the south with Beit Bridg"
910,Bemba language,https://en.wikipedia.org/wiki/Bemba_language,"As is common in Bantu languages, adjectives follow the words they qualify, and take the adjectival concord prefixes, but there are not many of them in"
911,Tonga language (Zambia),https://en.wikipedia.org/wiki/Tonga_language_(Zambia),"Tonga is a tonal language, with high and low-toned syllables. The placement of the tones is complex and differs from that of other Bantu languages; fo"
912,List of mammals in Zambia,https://en.wikipedia.org/wiki/List_of_mammals_in_Zambia,"The lagomorphs comprise two families, Leporidae (hares and rabbits), and Ochotonidae (pikas). Though they can resemble rodents, and were classified as"
913,Water supply and sanitation in Zambia,https://en.wikipedia.org/wiki/Water_supply_and_sanitation_in_Zambia,"Continuity. Water supply in urban areas is intermittent, with an average supply of 16 hours per day in 2010. The highest intermittency has been measur"
914,Banani International Secondary School,https://en.wikipedia.org/wiki/Banani_International_Secondary_School,"The Zambian Ministry of Education syllabus is used for grades 8 and 9, who then write the junior secondary school leaving exams at the end of grade 9."
915,Chirundu Bridge,https://en.wikipedia.org/wiki/Chirundu_Bridge,"The Otto Beit Bridge is a single-lane bridge, with traffic operating in alternating directions, leading to congestion. Secondly the maintenance of ste"
916,Kazungula Ferry,https://en.wikipedia.org/wiki/Kazungula_Ferry,"The Kazungula Ferry is a pontoon ferry across the 400-metre-wide (1,300 ft) Zambezi River between Botswana and Zambia. It is one of the largest ferrie"
917,East African Campaign (World War I),https://en.wikipedia.org/wiki/East_African_Campaign_(World_War_I),"The Germans in East Africa fought for the whole of the war, receiving word of the armistice on 14 November 1918 at 07:30 hours. Both sides waited for "
918,Zambia Medical Mission,https://en.wikipedia.org/wiki/Zambia_Medical_Mission,The Zambia Medical Mission is an annual medical outreach conducted in the remote villages of southern Zambia. The outreach is affiliated with the Chur
919,Luambe National Park,https://en.wikipedia.org/wiki/Luambe_National_Park,"Luambe National Park was unfunded until 1999. As a consequence, excessive poaching led to a drastic decline in wildlife. Only a few shy animals remain"
920,Geography of Zambia,https://en.wikipedia.org/wiki/Geography_of_Zambia,Current issues for the environment in the country include: air pollution and resulting acid rain in the mineral extraction and refining region; chemic
921,Elections in Zambia,https://en.wikipedia.org/wiki/Elections_in_Zambia,"General elections in 1968 included the first vote for president, with Kaunda defeating Zambian African National Congress (a renamed NRANC) leader Harr"
922,Congo Pedicle road,https://en.wikipedia.org/wiki/Congo_Pedicle_road,"Apart from the Luapula occasionally bursting its banks at Chembe in the rainy season and halting the Chembe Ferry for a few days, this happy state of "
923,Bank of Zambia,https://en.wikipedia.org/wiki/Bank_of_Zambia,"The Bank of Zambia has fourteen departments: Banking, Currency and Payment Systems, Bank Supervision, Board Services, Economics, Finance, Financial Ma"
924,Kariba Dam,https://en.wikipedia.org/wiki/Kariba_Dam,"In March 2018, president Emmerson Mnangagwa commissioned the completed expansion of Kariba South Hydroelectric Power Station. The addition of two new "
925,Kalindula,https://en.wikipedia.org/wiki/Kalindula,"The kalindula musical style is characterized by an up-tempo rhythm and, in addition to the kalindula bass guitar, one or more hand-crafted guitars whi"
926,Mashombe Blue Jeans,https://en.wikipedia.org/wiki/Mashombe_Blue_Jeans,Their reputation has received a considerable boost from their association with the Tonga Music Festival[1] sponsored by Chikuni Radio Station and they
927,Lusaka International Airport,https://en.wikipedia.org/wiki/Lusaka_International_Airport,"Taxis are the most common form of transport to and from the city, as it is a 15 to 20-minute ride to the city centre.[13] There are also 2 car rental "
928,Lake Mweru,https://en.wikipedia.org/wiki/Lake_Mweru,The first Belgian outposts on the lake were set up at Lukonzolwa and Pweto which were at various times the headquarters of their administration of Kat
929,Benguela railway,https://en.wikipedia.org/wiki/Benguela_railway,"After the Angolan Civil War ended in 2002, the railway was reconstructed between 2006 and 2014 by the China Railway Construction Corporation at a cost"
930,Rift Valley lakes,https://en.wikipedia.org/wiki/Rift_Valley_lakes,"Lake Victoria (elevation 1,134 metres (3,720 ft)), with an area of 68,800 square kilometres (26,600 sq mi), is the largest lake in Africa. It is not i"
931,MV Liemba,https://en.wikipedia.org/wiki/MV_Liemba,After preliminary assembly Goetzen was taken apart and shipped in 5000 boxes loaded on three cargo vessels to Dar es Salaam in German East Africa (mod
932,Victoria Falls,https://en.wikipedia.org/wiki/Victoria_Falls,"While it is neither the highest nor the widest waterfall in the world, the Victoria Falls are classified the largest, based on its combined width of 1"
933,Communications in Zambia,https://en.wikipedia.org/wiki/Communications_in_Zambia,Facilities are among the best in sub-Saharan Africa. High-capacity microwave radio relay connects most larger towns and cities. Several cellular telep
934,Sakeji School,https://en.wikipedia.org/wiki/Sakeji_School,The Sakeji School is a school near Kalene Hill in the remote Ikelenge District of northwest Zambia just north of Mwinilunga. It is a Christian boardin
935,Communications in Zambia,https://en.wikipedia.org/wiki/Communications_in_Zambia,"Internet access is not restricted and individuals and groups freely express their views via the Internet, however the government frequently threatens "
936,Zambia national cricket team,https://en.wikipedia.org/wiki/Zambia_national_cricket_team,"In April 2018, the ICC decided to grant full Twenty20 International (T20I) status to all its members. Therefore, all Twenty20 matches played between Z"
937,Lusaka Declaration,https://en.wikipedia.org/wiki/Lusaka_Declaration,The Lusaka Declaration of the Commonwealth on Racism and Racial Prejudice (short: the Lusaka Declaration) was a declaration of the Commonwealth of Nat
938,Mofwe Lagoon,https://en.wikipedia.org/wiki/Mofwe_Lagoon,The lagoon is separated from the main channel of the Luapula by 6 km of swamps. Although the Luapula swamps are generally 30 to 40 km wide for most of
939,Dugout (boat),https://en.wikipedia.org/wiki/Dugout_(boat),A dugout canoe or simply dugout is a boat made from a hollowed tree. Other names for this type of boat are logboat and monoxylon. Monoxylon (μονόξυλον
940,TAZARA Railway,https://en.wikipedia.org/wiki/TAZARA_Railway,"The TAZARA has a track gauge of 3 ft 6 in (1,067 mm), also known as the Cape gauge, which is widely used throughout southern Africa.[14] TAZARA connec"
941,Commonwealth XI cricket team in Rhodesia in 1962-63,https://en.wikipedia.org/wiki/Commonwealth_XI_cricket_team_in_Rhodesia_in_1962-63,The modern history of Zimbabwe starts with treaties and concessions initiated by Cecil Rhodes and the British South Africa Company in 1888/9. The coun
942,Congo River,https://en.wikipedia.org/wiki/Congo_River,"The sources of the Congo are in the highlands and mountains of the East African Rift, as well as Lake Tanganyika and Lake Mweru, which feed the Lualab"
943,Victoria Falls Bridge,https://en.wikipedia.org/wiki/Victoria_Falls_Bridge,"Constructed from steel, the bridge is 198 metres (650 ft)[1] long, with a main arch spanning 156.50 metres (513.5 ft),[3] at a height of 128 metres (4"
944,Foreign relations of Zambia,https://en.wikipedia.org/wiki/Foreign_relations_of_Zambia,"Before Zambian independence, Kaunda met with John F Kennedy while visiting the United States in 1961, and he would meet with Lyndon Johnson, Gerald Fo"
945,Banani International Secondary School,https://en.wikipedia.org/wiki/Banani_International_Secondary_School,"Planning began in 1987 for the school, and construction began in 1990. The school opened with 65 students in 1993. It was inaugurated in 1996 with ove"
946,Cilungu,https://en.wikipedia.org/wiki/Cilungu,The Mambwe and Lungu peoples living at the southern end of Lake Tanganyika in Tanzania and Zambia speak a common language with minor dialectical diffe
947,Komboni,https://en.wikipedia.org/wiki/Komboni,"The mining towns were typically under the direct control of mining companies such as The Rhokana Corporation or Anglo-American, which provided social "
948,Zambia,https://en.wikipedia.org/wiki/Zambia,"The Bantu people or Abantu (meaning people) are an enormous and diverse ethnolinguistic group that comprise the majority of people in much of eastern,"
949,Rhodesian Man,https://en.wikipedia.org/wiki/Rhodesian_Man,"Homo rhodesiensis is the species name proposed by Arthur Smith Woodward (1921) to classify Kabwe 1 (the ""Kabwe skull"" or ""Broken Hill skull"", also ""Rh"
950,Disability in Zambia,https://en.wikipedia.org/wiki/Disability_in_Zambia,People with disability in Zambia face many unique challenges. The country has been passing laws and policies to help people with disabilities in Zambi
951,Communications in Zambia,https://en.wikipedia.org/wiki/Communications_in_Zambia,"The constitution and law provide for freedom of speech and press, however the government uses provisions contained in the law to restrict these freedo"
952,Lusaka Province,https://en.wikipedia.org/wiki/Lusaka_Province,"As per 2010 Zambian Census, Lusaka's population was 2,238,569, making it the most populated province. The majority of this population is concentrated "
953,Ngoni people,https://en.wikipedia.org/wiki/Ngoni_people,"In the following decades, Zwangendaba led a small group of his followers north through Mozambique and Zimbabwe to the region around the Viphya Plateau"
954,Movement for Multiparty Democracy,https://en.wikipedia.org/wiki/Movement_for_Multiparty_Democracy,"On the 9th of November 2019, High Court Judge Sharon Newa sitting in Lusaka ruled that the Convention that elected Felix Mutati as Party President was"
955,Zambia Consolidated Copper Mines,https://en.wikipedia.org/wiki/Zambia_Consolidated_Copper_Mines,"The Environmental Management Facility (EMF) which is composed of multiple stakeholders, working as the EMF Steering Committee, was established by the "
956,Fanagalo,https://en.wikipedia.org/wiki/Fanagalo,Fanagalo is one of a number of African pidgin languages that developed during the colonial period to promote ease of communication. Adendorff (2002) s
957,Zambia national cricket team,https://en.wikipedia.org/wiki/Zambia_national_cricket_team,"Despite the slow rate of development, the MCC travelled to Livingstone in December 1930 during their tour of South Africa,[6] easily beating Northern "
958,History of Zambia,https://en.wikipedia.org/wiki/History_of_Zambia,"The Bantu people or Abantu (meaning people) are an enormous and diverse ethnolinguistic group that comprise the majority of people in much of East, So"
959,Mufulira Wanderers,https://en.wikipedia.org/wiki/Mufulira_Wanderers,The dominance continued into the seventies with Ndhlovu still a key player and Zambian national team captain Makwaza manning the defence. The team had
960,Sioma Ngwezi National Park,https://en.wikipedia.org/wiki/Sioma_Ngwezi_National_Park,The Park and surrounding GMA form an important link in the migratory route of elephants and wildebeest from the nearby national parks of Botswana and 
961,Ing-ombe Ilede,https://en.wikipedia.org/wiki/Ing-ombe_Ilede,There was minimal evidence present at the site to indicate the domestication of animals. Among the minimal evidence found at the site were a fragmente
962,Bemba language,https://en.wikipedia.org/wiki/Bemba_language,"Bemba has several dialects, many being varieties of Bemba spoken by other tribes which have historically fallen under Bemba influence.[6] They include"
963,Ngoni people,https://en.wikipedia.org/wiki/Ngoni_people,"In 1897, with over 4,000 warriors, Mpezeni rose up against the British, who were taking control of Nyasaland and North-Eastern Rhodesia, and was defea"
964,Forest Rangers Football Club,https://en.wikipedia.org/wiki/Forest_Rangers_Football_Club,"During the 1991 soccer season, the club finished as runners up in the independence Cup Competition after losing 5-1 to the then Football kings of Zamb"
965,Victoria Falls,https://en.wikipedia.org/wiki/Victoria_Falls,"Victoria Falls (Lozi: Mosi-oa-Tunya, ""The Smoke That Thunders""; Tonga: Shungu Namutitima, ""Boiling Water"") is a waterfall on the Zambezi River in sout"
966,"Stand and Sing of Zambia, Proud and Free","https://en.wikipedia.org/wiki/Stand_and_Sing_of_Zambia,_Proud_and_Free","""Stand and Sing of Zambia, Proud and Free"" is the national anthem of Zambia. The tune is taken from the hymn ""Nkosi Sikelel' iAfrika"" (English: ""Lord "
967,Kaonde language,https://en.wikipedia.org/wiki/Kaonde_language,Kaonde (kiiKaonde) is a Bantu language spoken primarily in Zambia but also in the Democratic Republic of the Congo. Kaonde and its dialects are spoken
968,Politics of Zambia,https://en.wikipedia.org/wiki/Politics_of_Zambia,The Economist Intelligence Unit rated Zambia as a hybrid regime in 2020. The EIU has also consistently put Zambia among the top ten most democratic Af
969,Barotseland,https://en.wikipedia.org/wiki/Barotseland,"In 1964, Barotseland became part of Zambia when that country achieved independence. However, some people claim that Zambia has violated the Barotselan"
970,Demographics of Zambia,https://en.wikipedia.org/wiki/Demographics_of_Zambia,"Immigrants, mostly British or South African, as well as some white Zambian citizens (about 40,000), live mainly in Lusaka and in the Copperbelt in nor"
971,National Democratic Focus,https://en.wikipedia.org/wiki/National_Democratic_Focus,"However, the new alliance quickly began to disintegrate; the Reform Party left the coalition in June, a move that NDF president Benjamin Mwila describ"
972,Federation of Rhodesia and Nyasaland,https://en.wikipedia.org/wiki/Federation_of_Rhodesia_and_Nyasaland,"While many points of contention were worked out in the conferences that followed, several proved to be acute, and some, seemingly insurmountable. The "
973,Munali Secondary School,https://en.wikipedia.org/wiki/Munali_Secondary_School,"After independence in 1964, the new Government Cabinet was composed almost entirely of alumni of Munali Secondary School. Notable amongst this cohort "
974,British South Africa Police,https://en.wikipedia.org/wiki/British_South_Africa_Police,"As a paramilitary unit, the BSAP fought in the Second Boer War and in German East Africa during the First World War, while some members were seconded "
975,"Africa House, The",https://en.wikipedia.org/wiki/The_Africa_House,The Independent called the book a 'marvellous story' but criticized Lamb for 'the maddening device of putting feelings into people's minds' as well as
976,Water supply and sanitation in Zambia,https://en.wikipedia.org/wiki/Water_supply_and_sanitation_in_Zambia,Among the challenges are a low rate of cost recovery despite tariff increases in urban areas; limited capacity in the sector; insufficient progress in
977,Football Association of Zambia,https://en.wikipedia.org/wiki/Football_Association_of_Zambia,"The Zambia national football team represents Zambia in association football and is governed by the Football Association of Zambia. During the 1980s, t"
978,Shona language,https://en.wikipedia.org/wiki/Shona_language,Shona is a written standard language with an orthography and grammar that was codified during the early 20th century and fixed in the 1950s. In the 19
979,Shona language,https://en.wikipedia.org/wiki/Shona_language,"Shona is a member of the large family of Bantu languages. In Guthrie's zonal classification of Bantu languages, zone S.10 designates a dialect continu"
980,Zambia national cricket team,https://en.wikipedia.org/wiki/Zambia_national_cricket_team,"Zambia finished fourth in the World Cricket League Africa Region Division Two tournament in 2006, beating only Nigeria[19] and did better in the same "
981,1977 Dan-Air Boeing 707 crash,https://en.wikipedia.org/wiki/1977_Dan-Air_Boeing_707_crash,"It was determined that the structure of the right horizontal stabiliser failed due to metal fatigue in the rear spar structure, and due to the lack of"
